-1.505644, 0.0, 0.0,0.0, 0.0, 0.0, 0.0
-0.999565, 0.0, 0.0,0.0, 0.0, 0.0, 0.0
-0.494015, 0.0, 0.0,0.0, 0.0, 0.0, 0.0
0.013164, 0.0, 0.0,0.0, 0.0, 0.0, 0.0
0.515951, 0.668446, 0.120799,1.340285, -0.066995, -0.068292, 15.684034
1.021656, 1.472548, 0.666255,2.021048, -0.02651, -0.027173, 6.714301
1.524714, 2.262713, 1.609913,1.541764, -0.016614, -0.017079, 4.302527
2.038468, 3.061052, 2.9828,1.336286, -0.012119, -0.012456, 3.175345
2.538298, 3.833997, 4.711883,1.314711, -0.009648, -0.009901, 2.547016
3.046912, 4.618376, 6.866357,1.772305, -0.007962, -0.008156, 2.11218
3.555829, 5.386503, 9.417351,1.640926, -0.006765, -0.006919, 1.802269
4.057189, 6.140842, 12.312073,1.472508, -0.005884, -0.006009, 1.573903
4.566091, 6.888327, 15.632749,1.668295, -0.005225, -0.00533, 1.404214
5.072473, 7.630087, 19.31377,1.424832, -0.004679, -0.004767, 1.262966
5.581801, 8.356899, 23.390021,1.439132, -0.004239, -0.004315, 1.149596
6.085082, 9.067103, 27.780275,1.149127, -0.003867, -0.003933, 1.053655
6.587695, 9.762453, 32.518072,1.361282, -0.003559, -0.003616, 0.974617
7.086876, 10.442589, 37.566668,1.247371, -0.00329, -0.003341, 0.905552
7.590446, 11.10952, 42.999186,1.000777, -0.003065, -0.00311, 0.848604
8.093422, 11.767075, 48.758595,1.368949, -0.002864, -0.002904, 0.797571
8.592936, 12.407714, 54.801458,1.465993, -0.002687, -0.002723, 0.752754
9.096705, 12.734797, 61.193449,-1.43293, -0.002472, -0.002505, 0.699487
